transaction_id,sale_date,product_id,type of prduct,items_sold,unit_price,total_amount,first_name,last_name,customer_email,customer_address
LRI0SKQIS0,2022-04-04,a0888728,Ascend Workstation,1,485.74,485.74,Kimberly,Mack,Kimberly.Mack@white-johnson.com,"741 Kimberly PikeEast Sarahside, FL 48070"
B5SG0FLE0I,2022-11-17,a0888728,Ascend Workstation,9,485.74,4371.66,Rebecca,Freeman,Rebecca.Freeman@barker.com,"34457 Karen KnollsPort Shannonland, AK 33976"
77GZ7KGQ4R,2019-12-28,d0888728,Gravity Laptop,4,430.35,1721.4,Troy,Ferguson,Troy.Ferguson@orozco.net,"5412 Vega Spring Apt. 142Huangville, IN 61312"
NUVLV0VYDZ,2021-06-17,y234324,Prelude Workstation,10,584.94,5849.4,Michael,Zuniga,Michael.Zuniga@rice.com,"729 Bautista FieldsNew Kathy, NH 65636"
FBFUAAVRTR,2017-06-20,c0888728,Infinity Laptop,5,1051.57,5257.85,Kelly,Keith,Kelly.Keith@adams-pacheco.info,"5536 Teresa CircleSouth Carlos, MI 51758"
KN5LFJ0C92,2018-02-04,d0888728,Gravity Laptop,1,430.35,430.35,Clayton,Roberts,Clayton.Roberts@douglas-peters.com,Unit 7010 Box 2414DPO AP 91509
I87QSOMYMX,2014-05-11,b0888728,Gravity Laptop,5,1816.99,9084.95,Ronnie,Harvey,Ronnie.Harvey@dickerson-smith.biz,USCGC NovakFPO AP 71029
746JFWVPCT,2018-07-31,z0888728,Ascend Workstation,5,1959.83,9799.15,Kim,Douglas,Kim.Douglas@smith.com,Unit 6447 Box 7540DPO AA 59464
UXPK4FSL32,2020-03-28,c08078805,Inspiron Laptop,7,569.9,3989.3,Cody,Walker,Cody.Walker@ramirez-ellison.com,"84993 Megan Vista Suite 217Kimberlytown, IL 13642"
FRAW29B1OI,2020-09-04,a0888728,Ascend Workstation,10,485.74,4857.4,Elizabeth,Bean,Elizabeth.Bean@howard-pitts.com,"75096 Stanley HighwayNew Carrie, MO 84493"
MXOHFKVLWL,2013-10-08,z0888728,Ascend Workstation,2,1959.83,3919.66,Mikayla,Klein,Mikayla.Klein@williams.com,"874 Adams Junctions Suite 620Jeffreytown, WV 39004"
32GFIBAYHC,2017-06-11,a0888728,Ascend Workstation,7,485.74,3400.18,Donna,Berry,Donna.Berry@mclean.net,"3118 Hill Mountains Suite 050South Jenniferbury, OH 84946"
WO1RXIUYXX,2017-07-19,e0888728,Inspiron Laptop,8,378.23,3025.84,Andrew,Herring,Andrew.Herring@yang-rodriguez.com,"92834 Norman SquaresPort Caitlin, UT 64437"
HX4LTYB91R,2019-03-28,e0888728,Inspiron Laptop,6,378.23,2269.38,Andrew,Gonzalez,Andrew.Gonzalez@lopez.com,"122 Rodriguez ViaAustinmouth, CT 88231"
D8102VCKRQ,2022-06-11,a0888728,Ascend Workstation,9,485.74,4371.66,Gregory,Vazquez,Gregory.Vazquez@collins.com,"83155 Smith HarborsMichaelfort, OH 47069"
66WPARJLRA,2012-07-10,d0888728,Gravity Laptop,5,430.35,2151.75,Amber,Rivera,Amber.Rivera@hodges.com,"288 Taylor UnionsLake Anafurt, MH 59650"
AJ66V5RZVA,2012-08-19,z0888728,Ascend Workstation,9,1959.83,17638.47,Kayla,Moore,Kayla.Moore@wilkerson-evans.com,"68722 Armstrong Overpass Suite 763Juliamouth, MN 50886"
HA8T23WESO,2016-02-23,e0888728,Inspiron Laptop,9,378.23,3404.07,Michelle,Mathis,Michelle.Mathis@kennedy.org,Unit 0668 Box 0143DPO AE 25957
9G1TTH88IE,2015-06-30,c08078805,Inspiron Laptop,10,569.9,5699.0,Doris,Burke,Doris.Burke@morales.info,"222 Andrew VillageLake Diane, AL 76383"
Z5XDWMYLOR,2019-05-05,c0888728,Infinity Laptop,6,1051.57,6309.42,Bruce,Powell,Bruce.Powell@martin-nixon.info,"36742 Christian Field Suite 494West Jorge, WA 71444"
1SG2EMMNSQ,2013-12-21,c0888728,Infinity Laptop,3,1051.57,3154.71,Angela,Saunders,Angela.Saunders@rodriguez.com,"7430 Hebert CrossroadLake Sean, ND 65174"
RYKQDCVNKK,2012-06-25,z0888728,Ascend Workstation,5,1959.83,9799.15,Nicholas,Holmes,Nicholas.Holmes@perry-shaw.info,"2069 Christopher ManorPort Nicolestad, GU 75243"
IG0N9S7712,2015-05-07,d0888728,Gravity Laptop,10,430.35,4303.5,Nicholas,Reynolds,Nicholas.Reynolds@miranda-mclean.com,"780 Hebert Falls Apt. 379North Madisonborough, CO 93220"
3FOOMSG2ZN,2016-12-27,e0888728,Inspiron Laptop,2,378.23,756.46,Jason,Dennis,Jason.Dennis@mayo-ward.org,"45375 Brewer TrafficwayDianeberg, AZ 09882"
1UD79F3KYT,2014-06-18,c0888728,Infinity Laptop,8,1051.57,8412.56,Emily,Pruitt,Emily.Pruitt@wong.com,"985 Callahan WalksPort Travis, DE 21592"
75IGKCZWIV,2022-06-13,c0888728,Infinity Laptop,1,1051.57,1051.57,Rebecca,Hernandez,Rebecca.Hernandez@hamilton.biz,USNS GomezFPO AP 56682
7Z49DYAMMN,2015-03-04,y234324,Prelude Workstation,7,584.94,4094.58,Christopher,Nguyen,Christopher.Nguyen@brown-rice.com,"1397 Lori Union Apt. 367East Johnnyside, AK 51329"
4S8PI1J45J,2012-12-26,e0888728,Inspiron Laptop,10,378.23,3782.3,Joseph,Carroll,Joseph.Carroll@mclaughlin.biz,"8531 Donna Branch Suite 860Paulside, IN 30919"
TUA3O3K86C,2020-09-28,y234324,Prelude Workstation,2,584.94,1169.88,Hayden,Meyer,Hayden.Meyer@figueroa.com,"9180 Thompson SquareSouth Jacqueline, NE 27291"
2VQLO7A1FP,2022-12-20,e0888728,Inspiron Laptop,2,378.23,756.46,James,Bennett,James.Bennett@woodward.com,"406 Jamie MeadowsVeronicatown, VI 12145"
4KRIPVASTW,2017-06-03,b0888728,Gravity Laptop,10,1816.99,18169.9,James,Ochoa,James.Ochoa@ramsey.com,"3054 Ward ForgesJeffreyton, PW 72105"
L40M1OSF4T,2020-10-09,c08078805,Inspiron Laptop,6,569.9,3419.4,Lisa,Smith,Lisa.Smith@huynh-barnes.biz,"37669 John Ford Apt. 196West Teresahaven, KS 18642"
CI6SCIKJSS,2017-01-18,b0888728,Gravity Laptop,8,1816.99,14535.92,Patricia,Hayes,Patricia.Hayes@johnson-le.com,"80107 Miller GlenSmithland, MO 41775"
PN9PWO8YTH,2022-06-09,y234324,Prelude Workstation,9,584.94,5264.46,Tyler,Haas,Tyler.Haas@stanley-dunn.info,"7458 Bell Roads Apt. 843Lake Ashleyview, MP 77733"
QHBKE5K1AZ,2017-06-30,a0888728,Ascend Workstation,3,485.74,1457.22,Diana,Brown,Diana.Brown@bryant.com,"893 Jones Loop Suite 723New Brian, MS 73816"
G5JXD14GLD,2014-10-05,y234324,Prelude Workstation,4,584.94,2339.76,Kayla,Salinas,Kayla.Salinas@lee-williams.com,"769 Amanda ForkEast Destinyburgh, OK 02327"
GG1WGBYNM3,2016-03-06,b0888728,Gravity Laptop,8,1816.99,14535.92,Thomas,Carter,Thomas.Carter@maldonado-hansen.biz,"036 Austin CirclesHannahstad, NY 46308"
9DFN4IL544,2019-05-19,z0888728,Ascend Workstation,7,1959.83,13718.81,Amy,Little,Amy.Little@singleton.org,"57231 Tracy FordsCruztown, CA 90724"
8YYQWLY3EQ,2017-06-11,b0888728,Gravity Laptop,7,1816.99,12718.93,Sarah,Kelley,Sarah.Kelley@sloan.org,"1994 Richard Extension Suite 448Ericview, SD 38581"
1RY6WD8NS3,2020-07-04,b0888728,Gravity Laptop,6,1816.99,10901.94,Wendy,Holmes,Wendy.Holmes@johnson-bridges.info,"9253 Pitts Roads Apt. 157South Williamville, NJ 68300"
LIYQHG6KN2,2020-11-13,z0888728,Ascend Workstation,6,1959.83,11758.98,Jack,Goodman,Jack.Goodman@clayton.net,USNS GarzaFPO AA 04289
AH8Z4DKZG7,2014-05-20,d0888728,Gravity Laptop,8,430.35,3442.8,Steven,Yang,Steven.Yang@willis.com,"643 Davies Estates Suite 196Port Katherineview, WY 73004"
KM20MI7DYT,2019-03-26,y234324,Prelude Workstation,5,584.94,2924.7,Bryan,Turner,Bryan.Turner@mcgee-stuart.com,"74029 Ashley View Apt. 959Jeremyberg, LA 27083"
VZNPLQFLUU,2022-03-16,e0888728,Inspiron Laptop,6,378.23,2269.38,Sarah,Allen,Sarah.Allen@garcia.net,"2724 Ryan TrackPort Dawnbury, MN 90188"
R10LYUNO5Y,2015-03-01,d0888728,Gravity Laptop,6,430.35,2582.1,Karen,Aguilar,Karen.Aguilar@nelson.com,"703 Bowman Cliff Apt. 624Michaelstad, GA 63723"
JI62QBNJ2P,2021-07-02,c08078805,Inspiron Laptop,1,569.9,569.9,David,Bradley,David.Bradley@david.com,"PSC 4615, Box 7596APO AA 06025"
4T4T8BN54X,2017-12-23,d0888728,Gravity Laptop,2,430.35,860.7,Stephanie,Henderson,Stephanie.Henderson@hamilton-garrison.com,"439 Virginia VillagesEast Christopher, OK 02625"
8EU41SRXTY,2020-12-05,c0888728,Infinity Laptop,1,1051.57,1051.57,Leslie,Weber,Leslie.Weber@gonzalez.com,"692 Lindsey Tunnel Apt. 791North Andrewchester, WA 12152"
U7ZXEV7WRO,2015-02-02,c08078805,Inspiron Laptop,1,569.9,569.9,Jessica,Allen,Jessica.Allen@peterson-fisher.org,"74116 Dominique MotorwayNorth Jamesburgh, WY 49236"
ISU7406YR7,2019-10-12,d0888728,Gravity Laptop,2,430.35,860.7,Sherry,Smith,Sherry.Smith@lynn.com,"5758 Lopez CausewayRebeccaville, WY 61301"
EHWD6R9YVH,2018-06-23,z0888728,Ascend Workstation,3,1959.83,5879.49,Elaine,Lane,Elaine.Lane@schaefer.com,"76165 Michael Hollow Apt. 564Kevintown, IL 86975"
VMJ5OG1875,2013-02-27,b0888728,Gravity Laptop,5,1816.99,9084.95,Christina,Brown,Christina.Brown@munoz.net,"1454 Michelle Square Apt. 580Martinezburgh, VT 62797"
90OI0GROPH,2015-08-30,c0888728,Infinity Laptop,10,1051.57,10515.7,Alexandra,Simpson,Alexandra.Simpson@weaver-love.com,"35886 Leslie Viaduct Suite 078West Danielton, IN 32524"
Y5SG7LJ89U,2013-12-05,y234324,Prelude Workstation,3,584.94,1754.82,Stephanie,Griffin,Stephanie.Griffin@evans.net,"089 Wagner Harbor Apt. 382North Rose, OK 41627"
Q8075WVXM3,2017-10-20,y234324,Prelude Workstation,8,584.94,4679.52,Martin,White,Martin.White@chen.org,"82830 Kevin HeightsSouth Dillonmouth, OH 86998"
JPEF4EWOJ4,2012-04-19,a0888728,Ascend Workstation,3,485.74,1457.22,Heidi,Smith,Heidi.Smith@tucker.com,"771 Frost LandingRobinsonton, RI 01556"
KWUBZL4MJU,2013-12-17,e0888728,Inspiron Laptop,6,378.23,2269.38,Jennifer,Gamble,Jennifer.Gamble@ho.com,"5259 Bonnie BranchGriffinbury, MA 62414"
3R8JLCF23X,2021-11-28,b0888728,Gravity Laptop,8,1816.99,14535.92,Cynthia,Perez,Cynthia.Perez@tucker-stephens.net,"1764 Carrillo ViaNorth Nicholeville, MH 90488"
DJSGL5H3HF,2018-12-25,c0888728,Infinity Laptop,10,1051.57,10515.7,Karen,Pitts,Karen.Pitts@montgomery-cohen.com,"98325 Mckinney Ways Apt. 456North Sarahbury, NJ 56024"
HM69IZ5VM6,2020-08-10,y234324,Prelude Workstation,5,584.94,2924.7,Steven,Davis,Steven.Davis@king-collins.com,"35458 Luke OverpassSteventown, MI 72890"
A9MYKXDG50,2013-06-30,b0888728,Gravity Laptop,5,1816.99,9084.95,Lisa,Graham,Lisa.Graham@ellis.info,"25758 Phillips Stravenue Suite 509Antoniofurt, NM 42201"
DONYTZLF4W,2018-10-17,d0888728,Gravity Laptop,9,430.35,3873.15,Jay,Gonzalez,Jay.Gonzalez@boyd.com,"46447 Bryan Ranch Apt. 248New William, RI 91886"
A5RRBXVDQ9,2018-03-14,c08078805,Inspiron Laptop,3,569.9,1709.7,Carlos,Schneider,Carlos.Schneider@miller.net,"3149 Christina FordNorth Lori, VA 18333"
MXRLBA0FBD,2017-05-17,e0888728,Inspiron Laptop,2,378.23,756.46,Anthony,Wu,Anthony.Wu@parker-gross.org,"040 Warren SquaresPort Mark, TN 79411"
57MK1XA4US,2018-06-06,y234324,Prelude Workstation,4,584.94,2339.76,Kent,Hampton,Kent.Hampton@green.org,"43657 Wyatt JunctionEast Juliehaven, ME 53343"
T4ISMZ962H,2022-01-07,c08078805,Inspiron Laptop,8,569.9,4559.2,Kayla,Haley,Kayla.Haley@manning-smith.info,Unit 1011 Box 0176DPO AE 34067
P3BXW8B3Y3,2018-04-07,a0888728,Ascend Workstation,2,485.74,971.48,William,Clark,William.Clark@rodriguez.info,"PSC 3290, Box 7269APO AE 42306"
7XBLXGTD4D,2018-01-28,b0888728,Gravity Laptop,10,1816.99,18169.9,Ashley,Nelson,Ashley.Nelson@robinson-montoya.info,"326 Taylor Viaduct Suite 011Melanieport, FL 27202"
O25UKCIKQ3,2020-07-08,y234324,Prelude Workstation,4,584.94,2339.76,Joshua,Miles,Joshua.Miles@wilson.com,"08107 Lee LightNorth Chadport, NM 19031"
PCBHHUEFS1,2022-07-08,c08078805,Inspiron Laptop,2,569.9,1139.8,Jose,Yates,Jose.Yates@phillips.com,"822 Leon Plains Apt. 756West Steventon, MN 42118"
TR10CFZL4X,2015-05-16,b0888728,Gravity Laptop,10,1816.99,18169.9,Adam,Williams,Adam.Williams@strickland.info,"871 Barnes Springs Apt. 145Michealbury, CO 25977"
BB43NSYEJ7,2017-12-24,d0888728,Gravity Laptop,6,430.35,2582.1,Douglas,Hamilton,Douglas.Hamilton@wright-cole.com,"895 Moore Trail Apt. 294Port Edwin, WV 77718"
VXVATQRX69,2012-11-14,e0888728,Inspiron Laptop,3,378.23,1134.69,Patricia,Williams,Patricia.Williams@waters.net,"98737 Huerta Roads Apt. 086Patriciaview, MO 53051"
0EJIR3L6T0,2015-10-06,c0888728,Infinity Laptop,2,1051.57,2103.14,Jonathan,Griffith,Jonathan.Griffith@herrera-wilson.biz,USCGC BurtonFPO AA 20431
P4D6A86PNA,2017-03-23,y234324,Prelude Workstation,6,584.94,3509.64,Lori,Morton,Lori.Morton@mccarthy.org,"8245 Rios DriveRomeromouth, NM 92902"
ZPQAYO3ZIE,2016-07-08,d0888728,Gravity Laptop,4,430.35,1721.4,Justin,Huff,Justin.Huff@gilmore.info,"269 Mark Cape Apt. 699New Pamelamouth, GU 78164"
FCIMTN419A,2017-01-07,y234324,Prelude Workstation,3,584.94,1754.82,Anna,Beck,Anna.Beck@woods.biz,"11538 Tabitha LodgeNorth Clayton, ME 70220"
RHOATGM4BN,2016-04-18,b0888728,Gravity Laptop,4,1816.99,7267.96,Thomas,Jones,Thomas.Jones@chase-barr.com,"5178 Anne PinesWest Hectorview, ND 86168"
ZB9J95M8X3,2014-04-21,z0888728,Ascend Workstation,5,1959.83,9799.15,Melissa,Wilcox,Melissa.Wilcox@clark.com,"190 Johnathan Stravenue Apt. 940Lewisstad, WY 13492"
R0PIASCF4P,2016-02-24,e0888728,Inspiron Laptop,8,378.23,3025.84,Justin,Hall,Justin.Hall@king.info,"12948 Ramirez RoadParkerville, MI 59308"
BGEJIG5JQB,2019-12-24,c0888728,Infinity Laptop,1,1051.57,1051.57,Walter,Ramirez,Walter.Ramirez@morgan.net,"9591 Karen Camp Apt. 297Port Lisaton, KY 72387"
FIOB2OQ557,2020-04-11,b0888728,Gravity Laptop,10,1816.99,18169.9,Samuel,Johnston,Samuel.Johnston@fowler-gardner.com,"76463 Howard UnderpassSouth Amandaport, IN 20620"
T8WZPDPVF3,2012-07-04,a0888728,Ascend Workstation,10,485.74,4857.4,Alejandra,Gordon,Alejandra.Gordon@harvey-thomas.biz,"02153 Jordan Extension Apt. 013Charlesside, GU 52667"
5W4R6652XU,2013-05-30,b0888728,Gravity Laptop,9,1816.99,16352.91,Benjamin,Molina,Benjamin.Molina@nielsen.com,"99093 Clinton Crescent Suite 445New Francischester, RI 36833"
CAS1AHTYRI,2016-11-17,c0888728,Infinity Laptop,4,1051.57,4206.28,Amy,Mckee,Amy.Mckee@hardin.org,"78169 Valencia SquareVelazquezton, SC 06267"
IXDIKNHVPN,2013-11-14,c0888728,Infinity Laptop,9,1051.57,9464.13,David,Conrad,David.Conrad@jacobson-griffin.org,Unit 2960 Box 2838DPO AP 17176
VSJYMVCN6C,2018-04-25,y234324,Prelude Workstation,10,584.94,5849.4,Patricia,Johnson,Patricia.Johnson@roberson.info,Unit 7356 Box 3474DPO AA 99157
ACY9FG9DIB,2018-04-17,z0888728,Ascend Workstation,8,1959.83,15678.64,Sarah,Ford,Sarah.Ford@williams-williams.info,"796 Jennifer Plains Suite 476Port Heidiport, PW 95653"
0OPH3NKBPX,2012-02-26,c08078805,Inspiron Laptop,6,569.9,3419.4,Latasha,Richardson,Latasha.Richardson@rodriguez-berry.com,"937 Mario Route Suite 679New Frankville, CA 61426"
7QJ3AOSJE8,2019-01-14,a0888728,Ascend Workstation,5,485.74,2428.7,Chelsea,Sweeney,Chelsea.Sweeney@delacruz.info,"798 Gutierrez LaneElizabethtown, MH 02340"
K2BM20XZ9H,2019-05-19,c08078805,Inspiron Laptop,3,569.9,1709.7,John,Burns,John.Burns@smith-brown.com,USNS MarshallFPO AP 73316
0MMKX4IM2B,2022-08-09,d0888728,Gravity Laptop,8,430.35,3442.8,Denise,Solomon,Denise.Solomon@dunn.org,"344 Jessica Isle Suite 382Allenhaven, UT 01086"
NZB6GLVEB8,2012-02-24,b0888728,Gravity Laptop,5,1816.99,9084.95,Alyssa,Tucker,Alyssa.Tucker@vincent.com,"9335 Jennifer Causeway Suite 125South Melissa, NC 85348"
OAY7BC6IS1,2018-04-23,c0888728,Infinity Laptop,7,1051.57,7360.99,Jerry,Griffin,Jerry.Griffin@burns.com,"92882 Carl Lights Suite 048Burkeborough, DE 12780"
GCMQDB5K4V,2020-02-23,c08078805,Inspiron Laptop,6,569.9,3419.4,Harold,Cummings,Harold.Cummings@harper.info,"59720 Travis BypassShawfurt, PA 17031"
FZHDM9U21R,2021-09-29,d0888728,Gravity Laptop,3,430.35,1291.05,Jessica,Ochoa,Jessica.Ochoa@michael-vazquez.net,"6777 Marilyn CrossroadPort Lindsay, MD 52186"
9191CE5ZLC,2019-05-02,y234324,Prelude Workstation,7,584.94,4094.58,Cheryl,Smith,Cheryl.Smith@brooks.com,"6476 Patrick Glen Apt. 426Sylviaton, MD 16773"
MKNPBHC2HX,2013-07-17,d0888728,Gravity Laptop,2,430.35,860.7,Ann,Powell,Ann.Powell@foster-alvarez.com,"2021 Laurie ShoalsNorth Michaelfurt, PR 57664"
K0J8LLBY44,2012-02-27,z0888728,Ascend Workstation,10,1959.83,19598.3,Brittany,Alexander,Brittany.Alexander@sandoval-johnson.com,"69789 Hall ShoresConnieland, RI 21307"
KB6G44JBM2,2020-07-15,z0888728,Ascend Workstation,7,1959.83,13718.81,Keith,Cowan,Keith.Cowan@mitchell-saunders.com,"6122 Harris Gardens Apt. 954Justintown, CO 21647"
QGO23MRDG7,2017-05-16,b0888728,Gravity Laptop,10,1816.99,18169.9,Cody,Guerra,Cody.Guerra@walker.com,"2129 Everett InletNorth Michaelmouth, MO 28419"
RIQF43EPNT,2013-06-04,e0888728,Inspiron Laptop,4,378.23,1512.92,Billy,Clark,Billy.Clark@foster-boone.com,"13766 Stephanie GlenNorth Annahaven, CA 49667"
MC1NC59JA0,2021-10-05,z0888728,Ascend Workstation,10,1959.83,19598.3,Kyle,Holden,Kyle.Holden@ruiz.biz,"10786 Jennifer Manor Suite 015Annaport, NJ 13629"
TZ0M12SIXN,2021-02-05,y234324,Prelude Workstation,4,584.94,2339.76,Kevin,Hall,Kevin.Hall@zimmerman-diaz.com,"6544 Nathan River Apt. 448Rickybury, NJ 03527"
9F6RRK8T9J,2021-02-11,b0888728,Gravity Laptop,5,1816.99,9084.95,Brandon,Gray,Brandon.Gray@dawson-boyd.com,"31420 Williams Knoll Suite 345Victoriafurt, OK 19925"
TD34YCZWXV,2015-11-01,a0888728,Ascend Workstation,1,485.74,485.74,Anna,Salazar,Anna.Salazar@dunn.com,"582 Johnson DivideBenjaminmouth, SD 98819"
FMGCBZ7OKY,2019-05-24,d0888728,Gravity Laptop,7,430.35,3012.45,Rita,Fernandez,Rita.Fernandez@marks-ramirez.org,"112 Vincent TrafficwayNew Lindsey, PA 69638"
WCCQ371GRW,2021-11-07,a0888728,Ascend Workstation,7,485.74,3400.18,Lisa,Palmer,Lisa.Palmer@lawson-rubio.info,"71271 Dean Walk Suite 285Garychester, MN 42963"
FT440KW7RH,2019-04-06,z0888728,Ascend Workstation,5,1959.83,9799.15,Anthony,Dawson,Anthony.Dawson@kirk.com,"98699 Watkins HillBerrychester, OH 46488"
EKIQ46O7P0,2022-07-26,c08078805,Inspiron Laptop,9,569.9,5129.1,Deborah,Brown,Deborah.Brown@brown-johnson.info,"2074 Roberts Courts Apt. 080South Lori, LA 27553"
HXKBHB2KH6,2012-01-27,d0888728,Gravity Laptop,8,430.35,3442.8,Holly,Ellis,Holly.Ellis@dixon.com,"851 Peterson StravenueFrazierchester, IN 04339"
DAXHG0O8BT,2022-06-13,c08078805,Inspiron Laptop,4,569.9,2279.6,John,Santos,John.Santos@horne.com,"64868 Watkins ExtensionMeganfurt, FL 53252"
BUHQF9Z31H,2018-04-22,a0888728,Ascend Workstation,10,485.74,4857.4,Doris,Parker,Doris.Parker@carter.com,"331 Jeremy Ways Suite 679Joshuamouth, RI 65457"
1VFVVA3ATN,2022-06-05,y234324,Prelude Workstation,10,584.94,5849.4,Kendra,Turner,Kendra.Turner@gonzales.com,"95390 Martin VillageRogerschester, CA 71206"
VP3D528ZBG,2017-10-30,e0888728,Inspiron Laptop,8,378.23,3025.84,Michael,Powers,Michael.Powers@horton.org,"250 Morgan RowSouth Jessica, VT 32261"
L9I0UYRU62,2022-07-20,c08078805,Inspiron Laptop,3,569.9,1709.7,Beth,Jones,Beth.Jones@kelley.net,"84085 Michael DaleLake Tiffany, LA 57385"
J5F0VJPP32,2016-10-22,b0888728,Gravity Laptop,2,1816.99,3633.98,Jeffrey,White,Jeffrey.White@phillips.info,"65159 Matthew ViaRodriguezstad, AK 05958"
RF2DR07CTY,2021-04-19,a0888728,Ascend Workstation,7,485.74,3400.18,Lynn,Keller,Lynn.Keller@williams.com,"601 Michael GrovesHillmouth, NJ 81592"
VW152Y05EG,2019-10-31,c0888728,Infinity Laptop,7,1051.57,7360.99,Brian,Andrews,Brian.Andrews@smith-smith.biz,"79256 Katherine Groves Apt. 406Brianmouth, AR 18411"
45ALTQ9M63,2016-07-12,y234324,Prelude Workstation,6,584.94,3509.64,Brooke,Powell,Brooke.Powell@wells-cervantes.com,USNS MartinFPO AP 88654
16D9P8QR5B,2020-11-06,b0888728,Gravity Laptop,3,1816.99,5450.97,Spencer,Ingram,Spencer.Ingram@harmon.com,"092 Matthew Meadow Apt. 697East Valerie, CA 56045"
M5R53S0GJ4,2017-01-21,a0888728,Ascend Workstation,7,485.74,3400.18,Ralph,Adkins,Ralph.Adkins@griffith-mason.com,"7726 Lori MillsMikaylatown, NV 91708"
HZDY7M8XOY,2022-12-08,c08078805,Inspiron Laptop,8,569.9,4559.2,Shannon,Cannon,Shannon.Cannon@boyd.com,"037 Tyler Forges Apt. 537Robinsonstad, CA 32062"
1JD42QTQAW,2013-08-24,e0888728,Inspiron Laptop,8,378.23,3025.84,Mark,Chavez,Mark.Chavez@clarke.com,"481 Morrow Dale Apt. 984Stephaniebury, VA 23024"
6HP71GOBQF,2014-11-05,e0888728,Inspiron Laptop,7,378.23,2647.61,Justin,Ali,Justin.Ali@mayer.com,USS YoungFPO AP 74308
J2RS7TN1HF,2018-10-02,b0888728,Gravity Laptop,1,1816.99,1816.99,Karen,Mitchell,Karen.Mitchell@watts-long.com,"18693 Thomas Trail Apt. 473West William, VA 92105"
VUN50PYFGF,2019-09-27,b0888728,Gravity Laptop,3,1816.99,5450.97,James,Mcguire,James.Mcguire@holmes-williams.org,"56031 Jeffery CreekGregoryton, VA 97824"
5O7WR21AV5,2022-03-31,y234324,Prelude Workstation,1,584.94,584.94,Christopher,Lopez,Christopher.Lopez@williams.com,USCGC ArroyoFPO AE 73908
6ZSCPVGIIZ,2020-04-21,a0888728,Ascend Workstation,6,485.74,2914.44,Debbie,Townsend,Debbie.Townsend@holder.com,"2135 Kennedy Avenue Apt. 660Laurenburgh, NY 85403"
YDV2NIQH0O,2016-04-11,c0888728,Infinity Laptop,8,1051.57,8412.56,Stephen,Ortega,Stephen.Ortega@mathis-hughes.com,"55426 James Glen Suite 385Abigailchester, PA 75253"
M8TFX94LPM,2013-06-15,z0888728,Ascend Workstation,3,1959.83,5879.49,Katelyn,Love,Katelyn.Love@compton.info,"43336 Frank Square Apt. 352Michaelmouth, DC 09451"
55QAWHK5NQ,2016-07-23,c08078805,Inspiron Laptop,1,569.9,569.9,Andrew,Acevedo,Andrew.Acevedo@brooks-graham.com,"44754 Ochoa ClubNew Johnstad, WA 71754"
HPNAQDB2NO,2013-04-24,a0888728,Ascend Workstation,6,485.74,2914.44,Joshua,Michael,Joshua.Michael@braun-lopez.org,USS MilesFPO AE 26337
VOBZE9OZW4,2018-04-25,z0888728,Ascend Workstation,4,1959.83,7839.32,Sherri,Hull,Sherri.Hull@hernandez.info,"942 Woods Terrace Apt. 081Phillipsborough, ID 35816"
NOJPCKTU2F,2015-07-10,b0888728,Gravity Laptop,10,1816.99,18169.9,Jeffrey,Francis,Jeffrey.Francis@saunders.com,"184 Joanne CanyonNorth Candice, NM 86746"
FRFO2ZIKXJ,2021-11-16,y234324,Prelude Workstation,10,584.94,5849.4,Natalie,Levy,Natalie.Levy@gutierrez.com,"8318 Murray DividePort Grantview, MA 07685"
OMRIT0E7LS,2014-08-19,c08078805,Inspiron Laptop,3,569.9,1709.7,Veronica,Lewis,Veronica.Lewis@mcdowell.net,USNV EstradaFPO AE 76591
0AEZ428JR5,2012-07-15,b0888728,Gravity Laptop,2,1816.99,3633.98,Lisa,Schmidt,Lisa.Schmidt@frazier.com,USNV SmithFPO AE 02710
X9ICD2LR8D,2017-08-28,c0888728,Infinity Laptop,1,1051.57,1051.57,Erik,Miller,Erik.Miller@stark.biz,"472 Ashley Stream Suite 137Charlesville, IL 96516"
TWCYLH6WJV,2019-08-05,c0888728,Infinity Laptop,4,1051.57,4206.28,Thomas,Garcia,Thomas.Garcia@villarreal.com,USNS McneilFPO AE 68291
RAG0V8CEZ7,2018-05-23,e0888728,Inspiron Laptop,5,378.23,1891.15,Andrea,Dixon,Andrea.Dixon@williams.org,"5303 Valdez ShoalCunninghamton, NH 96404"
CLXQ359FDD,2012-03-27,d0888728,Gravity Laptop,3,430.35,1291.05,William,Perez,William.Perez@salazar-moody.com,"629 Rachel CourtsDillonmouth, PR 16559"
4AZIERC3FM,2016-10-03,y234324,Prelude Workstation,10,584.94,5849.4,Nathan,Burke,Nathan.Burke@charles-flowers.com,"4938 Kristin MallVegamouth, OH 98914"
5M91T9KHRR,2020-09-12,b0888728,Gravity Laptop,7,1816.99,12718.93,Beverly,Perez,Beverly.Perez@levy.com,"420 Robert Villages Apt. 970North Frankborough, KY 27943"
5I6O6ZS67Q,2014-07-15,z0888728,Ascend Workstation,7,1959.83,13718.81,Brad,Andrade,Brad.Andrade@shaw.info,"52248 Johnson FieldMichelleland, FM 42538"
653TAFTGNU,2020-12-06,y234324,Prelude Workstation,7,584.94,4094.58,Andrew,Riley,Andrew.Riley@sullivan.com,"839 Scott Shoals Apt. 297Fryefort, MP 97539"
